territorio,motivo_chiamata,sesso,nazionalità_utente,periodo,numero_vittime
sud,informazioni sui centri antiviolenza nazionali,femmine,estero,2022,40
sud,informazioni sui centri antiviolenza nazionali,femmine,estero,2023,44
sud,informazioni sui centri antiviolenza nazionali,femmine,estero,2024,72
sud,informazioni sui centri antiviolenza nazionali,femmine,italia,2015,1462
sud,informazioni sui centri antiviolenza nazionali,femmine,italia,2016,1098
sud,informazioni sui centri antiviolenza nazionali,femmine,italia,2017,878
sud,informazioni sui centri antiviolenza nazionali,femmine,italia,2018,959
sud,informazioni sui centri antiviolenza nazionali,femmine,italia,2019,719
sud,informazioni sui centri antiviolenza nazionali,femmine,italia,2020,933
sud,informazioni sui centri antiviolenza nazionali,femmine,italia,2021,1049
sud,informazioni sui centri antiviolenza nazionali,femmine,italia,2022,896
sud,informazioni sui centri antiviolenza nazionali,femmine,italia,2023,1070
sud,informazioni sui centri antiviolenza nazionali,femmine,italia,2024,1592
sud,informazioni sui centri antiviolenza nazionali,non indicato,estero,2023,6
sud,informazioni sui centri antiviolenza nazionali,non indicato,estero,2024,6
sud,informazioni sui centri antiviolenza nazionali,non indicato,italia,2023,6
sud,informazioni sui centri antiviolenza nazionali,non indicato,italia,2024,6
sud,informazioni giuridiche,maschi,estero,2015,34
sud,informazioni giuridiche,maschi,estero,2016,24
sud,informazioni giuridiche,maschi,estero,2017,22
sud,informazioni giuridiche,maschi,estero,2018,27
sud,informazioni giuridiche,maschi,estero,2019,17
sud,informazioni giuridiche,maschi,estero,2020,15
sud,informazioni giuridiche,maschi,estero,2021,19
sud,informazioni giuridiche,maschi,estero,2022,18
sud,informazioni giuridiche,maschi,estero,2023,31
sud,informazioni giuridiche,maschi,estero,2024,39
sud,informazioni giuridiche,maschi,estero,2015,1
sud,informazioni giuridiche,maschi,estero,2017,1
sud,informazioni giuridiche,maschi,estero,2018,1
sud,informazioni giuridiche,maschi,estero,2023,1
sud,informazioni giuridiche,maschi,estero,2024,1
sud,informazioni giuridiche,maschi,italia,2015,33
sud,informazioni giuridiche,maschi,italia,2016,24
sud,informazioni giuridiche,maschi,italia,2017,21
sud,informazioni giuridiche,maschi,italia,2018,26
sud,informazioni giuridiche,maschi,italia,2019,17
sud,informazioni giuridiche,maschi,italia,2020,15
sud,informazioni giuridiche,maschi,italia,2021,19
sud,informazioni giuridiche,maschi,italia,2022,18
sud,informazioni giuridiche,maschi,italia,2023,30
sud,informazioni giuridiche,maschi,italia,2024,38
sud,informazioni giuridiche,femmine,estero,2015,102
sud,informazioni giuridiche,femmine,estero,2016,106
sud,informazioni giuridiche,femmine,estero,2017,100
sud,informazioni giuridiche,femmine,estero,2018,158
sud,informazioni giuridiche,femmine,estero,2019,64
sud,informazioni giuridiche,femmine,estero,2020,59
sud,informazioni giuridiche,femmine,estero,2021,114
sud,informazioni giuridiche,femmine,estero,2022,87
sud,informazioni giuridiche,femmine,estero,2023,128
sud,informazioni giuridiche,femmine,estero,2024,156
sud,informazioni giuridiche,femmine,estero,2015,6
sud,informazioni giuridiche,femmine,estero,2016,7
sud,informazioni giuridiche,femmine,estero,2018,4
sud,informazioni giuridiche,femmine,estero,2019,1
sud,informazioni giuridiche,femmine,estero,2020,2
sud,informazioni giuridiche,femmine,estero,2021,5
sud,informazioni giuridiche,femmine,estero,2022,1
sud,informazioni giuridiche,femmine,estero,2023,3
sud,informazioni giuridiche,femmine,estero,2024,1
sud,informazioni giuridiche,femmine,italia,2015,96
sud,informazioni giuridiche,femmine,italia,2016,99
sud,informazioni giuridiche,femmine,italia,2017,100
sud,informazioni giuridiche,femmine,italia,2018,154
sud,informazioni giuridiche,femmine,italia,2019,63
sud,informazioni giuridiche,femmine,italia,2020,57
sud,informazioni giuridiche,femmine,italia,2021,109
sud,informazioni giuridiche,femmine,italia,2022,86
sud,informazioni giuridiche,femmine,italia,2023,125
sud,informazioni giuridiche,femmine,italia,2024,155
sud,informazioni per professionisti sulle procedure da adottare in caso di violenza,maschi,estero,2015,2
sud,informazioni per professionisti sulle procedure da adottare in caso di violenza,maschi,estero,2016,5
sud,informazioni per professionisti sulle procedure da adottare in caso di violenza,maschi,estero,2017,5
sud,informazioni per professionisti sulle procedure da adottare in caso di violenza,maschi,estero,2018,2
sud,informazioni per professionisti sulle procedure da adottare in caso di violenza,maschi,estero,2020,3
sud,informazioni per professionisti sulle procedure da adottare in caso di violenza,maschi,estero,2021,7
sud,informazioni per professionisti sulle procedure da adottare in caso di violenza,maschi,estero,2022,12
sud,informazioni per professionisti sulle procedure da adottare in caso di violenza,maschi,estero,2023,10
sud,informazioni per professionisti sulle procedure da adottare in caso di violenza,maschi,estero,2024,13
sud,informazioni per professionisti sulle procedure da adottare in caso di violenza,maschi,italia,2015,2
sud,informazioni per professionisti sulle procedure da adottare in caso di violenza,maschi,italia,2016,5
sud,informazioni per professionisti sulle procedure da adottare in caso di violenza,maschi,italia,2017,5
sud,informazioni per professionisti sulle procedure da adottare in caso di violenza,maschi,italia,2018,2
sud,informazioni per professionisti sulle procedure da adottare in caso di violenza,maschi,italia,2020,3
sud,informazioni per professionisti sulle procedure da adottare in caso di violenza,maschi,italia,2021,7
sud,informazioni per professionisti sulle procedure da adottare in caso di violenza,maschi,italia,2022,12
sud,informazioni per professionisti sulle procedure da adottare in caso di violenza,maschi,italia,2023,10
sud,informazioni per professionisti sulle procedure da adottare in caso di violenza,maschi,italia,2024,13
sud,informazioni per professionisti sulle procedure da adottare in caso di violenza,femmine,estero,2015,4
sud,informazioni per professionisti sulle procedure da adottare in caso di violenza,femmine,estero,2016,1
sud,informazioni per professionisti sulle procedure da adottare in caso di violenza,femmine,estero,2017,1
sud,informazioni per professionisti sulle procedure da adottare in caso di violenza,femmine,estero,2018,3
sud,informazioni per professionisti sulle procedure da adottare in caso di violenza,femmine,estero,2019,4
sud,informazioni per professionisti sulle procedure da adottare in caso di violenza,femmine,estero,2020,8
sud,informazioni per professionisti sulle procedure da adottare in caso di violenza,femmine,estero,2021,13
sud,informazioni per professionisti sulle procedure da adottare in caso di violenza,femmine,estero,2022,10
sud,informazioni per professionisti sulle procedure da adottare in caso di violenza,femmine,estero,2023,8
sud,informazioni per professionisti sulle procedure da adottare in caso di violenza,femmine,estero,2024,10
sud,informazioni per professionisti sulle procedure da adottare in caso di violenza,femmine,italia,2015,4
sud,informazioni per professionisti sulle procedure da adottare in caso di violenza,femmine,italia,2017,1
sud,informazioni per professionisti sulle procedure da adottare in caso di violenza,femmine,italia,2018,3
sud,informazioni per professionisti sulle procedure da adottare in caso di violenza,femmine,italia,2019,4
sud,informazioni per professionisti sulle procedure da adottare in caso di violenza,femmine,italia,2020,8
sud,informazioni per professionisti sulle procedure da adottare in caso di violenza,femmine,italia,2021,13
sud,informazioni per professionisti sulle procedure da adottare in caso di violenza,femmine,italia,2022,10
sud,informazioni per professionisti sulle procedure da adottare in caso di violenza,femmine,italia,2023,8
sud,informazioni per professionisti sulle procedure da adottare in caso di violenza,femmine,italia,2024,10
sud,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,maschi,estero,2016,6
sud,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,maschi,estero,2017,2
sud,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,maschi,estero,2018,3
sud,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,maschi,estero,2019,3
sud,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,maschi,estero,2020,1
sud,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,maschi,estero,2022,3
sud,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,maschi,estero,2023,1
sud,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,maschi,estero,2024,1
sud,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,maschi,italia,2016,6
sud,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,maschi,italia,2017,2
sud,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,maschi,italia,2018,3
sud,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,maschi,italia,2019,3
sud,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,maschi,italia,2020,1
sud,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,maschi,italia,2022,3
sud,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,maschi,italia,2023,1
sud,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,maschi,italia,2024,1
sud,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,femmine,estero,2015,3
sud,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,femmine,estero,2016,3
sud,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,femmine,estero,2017,11
sud,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,femmine,estero,2018,5
sud,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,femmine,estero,2019,2
sud,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,femmine,estero,2020,3
sud,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,femmine,estero,2016,1
sud,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,femmine,estero,2017,1
sud,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,femmine,italia,2015,3
sud,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,femmine,italia,2016,2
sud,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,femmine,italia,2017,10
sud,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,femmine,italia,2018,5
sud,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,femmine,italia,2019,2
sud,informazioni sulla responsabilità giuridica degli operatori dei servizi pubblici,femmine,italia,2020,3
sud,segnalazione disfunzione servizi pubblici/privati,maschi,estero,2015,1
sud,segnalazione disfunzione servizi pubblici/privati,maschi,estero,2016,2
sud,segnalazione disfunzione servizi pubblici/privati,maschi,estero,2017,4
sud,segnalazione disfunzione servizi pubblici/privati,maschi,estero,2020,2
sud,segnalazione disfunzione servizi pubblici/privati,maschi,estero,2021,1
sud,segnalazione disfunzione servizi pubblici/privati,maschi,estero,2024,1
sud,segnalazione disfunzione servizi pubblici/privati,maschi,italia,2015,1
sud,segnalazione disfunzione servizi pubblici/privati,maschi,italia,2016,2
sud,segnalazione disfunzione servizi pubblici/privati,maschi,italia,2017,4
sud,segnalazione disfunzione servizi pubblici/privati,maschi,italia,2020,2
sud,segnalazione disfunzione servizi pubblici/privati,maschi,italia,2021,1
sud,segnalazione disfunzione servizi pubblici/privati,maschi,italia,2024,1
sud,segnalazione disfunzione servizi pubblici/privati,femmine,estero,2015,8
sud,segnalazione disfunzione servizi pubblici/privati,femmine,estero,2016,8
sud,segnalazione disfunzione servizi pubblici/privati,femmine,estero,2017,5
sud,segnalazione disfunzione servizi pubblici/privati,femmine,estero,2018,6
sud,segnalazione disfunzione servizi pubblici/privati,femmine,estero,2019,9
sud,segnalazione disfunzione servizi pubblici/privati,femmine,estero,2020,11
sud,segnalazione disfunzione servizi pubblici/privati,femmine,estero,2021,12
sud,segnalazione disfunzione servizi pubblici/privati,femmine,estero,2022,5
sud,segnalazione disfunzione servizi pubblici/privati,femmine,estero,2023,1
sud,segnalazione disfunzione servizi pubblici/privati,femmine,estero,2024,2
sud,segnalazione disfunzione servizi pubblici/privati,femmine,estero,2016,1
sud,segnalazione disfunzione servizi pubblici/privati,femmine,estero,2021,1
sud,segnalazione disfunzione servizi pubblici/privati,femmine,estero,2022,1
sud,segnalazione disfunzione servizi pubblici/privati,femmine,italia,2015,8
sud,segnalazione disfunzione servizi pubblici/privati,femmine,italia,2016,7
sud,segnalazione disfunzione servizi pubblici/privati,femmine,italia,2017,5
sud,segnalazione disfunzione servizi pubblici/privati,femmine,italia,2018,6
sud,segnalazione disfunzione servizi pubblici/privati,femmine,italia,2019,9
sud,segnalazione disfunzione servizi pubblici/privati,femmine,italia,2020,11
sud,segnalazione disfunzione servizi pubblici/privati,femmine,italia,2021,11
sud,segnalazione disfunzione servizi pubblici/privati,femmine,italia,2022,4
sud,segnalazione disfunzione servizi pubblici/privati,femmine,italia,2023,1
sud,segnalazione disfunzione servizi pubblici/privati,femmine,italia,2024,2
sud,segnalazione di informazione scorretta sui media,femmine,estero,2018,1
sud,segnalazione di informazione scorretta sui media,femmine,estero,2019,1
sud,segnalazione di informazione scorretta sui media,femmine,estero,2020,8
sud,segnalazione di informazione scorretta sui media,femmine,estero,2021,1
sud,segnalazione di informazione scorretta sui media,femmine,estero,2022,1
sud,segnalazione di informazione scorretta sui media,femmine,estero,2023,1
sud,segnalazione di informazione scorretta sui media,femmine,italia,2018,1
sud,segnalazione di informazione scorretta sui media,femmine,italia,2019,1
sud,segnalazione di informazione scorretta sui media,femmine,italia,2020,8
sud,segnalazione di informazione scorretta sui media,femmine,italia,2021,1
sud,segnalazione di informazione scorretta sui media,femmine,italia,2022,1
sud,segnalazione di informazione scorretta sui media,femmine,italia,2023,1
sud,chiamata internazionale fuori orario,maschi,estero,2016,1
sud,chiamata internazionale fuori orario,maschi,italia,2016,1
sud,chiamata internazionale fuori orario,femmine,estero,2015,2
sud,chiamata internazionale fuori orario,femmine,estero,2016,1
sud,chiamata internazionale fuori orario,femmine,estero,2017,3
sud,chiamata internazionale fuori orario,femmine,estero,2019,1
sud,chiamata internazionale fuori orario,femmine,italia,2015,2
sud,chiamata internazionale fuori orario,femmine,italia,2017,3
sud,numeri utili per chiamate fuori target,maschi,estero,2015,109
sud,numeri utili per chiamate fuori target,maschi,estero,2016,41
sud,numeri utili per chiamate fuori target,maschi,estero,2017,52
sud,numeri utili per chiamate fuori target,maschi,estero,2018,83
sud,numeri utili per chiamate fuori target,maschi,estero,2019,42
sud,numeri utili per chiamate fuori target,maschi,estero,2020,115
